feature,domain,ic_1bar,p_1bar,n_1bar,ic_3bar,p_3bar,n_3bar,ic_6bar,p_6bar,n_6bar,ic_12bar,p_12bar,n_12bar,best_horizon,best_ic
F_I_fundingCumulative_3_pct_N,Funding,0.0005119114196849272,0.969896871450562,5437,0.0027817876596428963,0.9058041900675899,1812,-0.014313252577240677,0.6670110450774466,906,-0.022412515661444008,0.6342416449504883,453,12,-0.022412515661444008
N_P_zScore_12_zsc_N,Other,-0.011523067721151322,0.3960828854041327,5426,-0.022359875427335606,0.3420024079186673,1808,0.007468074036690229,0.8225767932972491,904,-0.011779224844722434,0.8027845733596004,452,3,-0.022359875427335606
N_P_V_pctB_12_bnd_N,Volatility,-0.011523067721151322,0.3960828854041327,5426,-0.022359875427335606,0.3420024079186673,1808,0.007468074036690229,0.8225767932972491,904,-0.011779224844722434,0.8027845733596004,452,3,-0.022359875427335606
M_winRate_21_bnd_N,Other,-0.0019058795376335432,0.8884695731089394,5417,0.0002743108931384528,0.9907079625470525,1805,0.01248885696032124,0.70797563344517,902,0.02219831956969671,0.6382335152483511,451,12,0.02219831956969671
N_V_atrPercentile_21_rnk_N,Volatility,0.0031353082610420155,0.8175591026357564,5416,0.016102755601733652,0.49416420189097543,1805,0.0218234956087124,0.512724686513,902,-0.0005483231354338259,0.9907349394287729,451,6,0.0218234956087124
M_V_sortino_21_rat_N,Volatility,-0.010716677502056338,0.4303936768251777,5416,-0.014639061280271513,0.5342396204836211,1805,-0.014503809678069501,0.6635505792211077,902,-0.021464312187461927,0.6493827658442262,451,12,-0.021464312187461927
F_I_T_fundingMa_3_pct_N,Funding,0.0005517369400803542,0.9675561621401271,5437,0.0029559412609498955,0.8999371430905186,1812,-0.013745217329290335,0.6794768674810341,906,-0.02141562949520447,0.6493979699162906,453,12,-0.02141562949520447
D_N_closeVsMarkVol_6_pct_N,Other,-0.011746516397632432,0.38672405018701406,5432,-0.0017526892310135937,0.9406005095143236,1810,-0.02138056464781313,0.5206260558154169,905,0.012139179534613671,0.7968874883236465,452,6,-0.02138056464781313
M_V_sharpe_42_rat_N,Volatility,0.0032525527567256467,0.8112238891071322,5395,-0.006504458835821359,0.7828410444532936,1798,0.01834285888882558,0.5828263633884985,899,0.02101256761056315,0.6570019453150941,449,12,0.02101256761056315
M_P_V_momAtr_21_rat_N,Momentum,-0.008531519963810423,0.5301803543940129,5416,-0.01338623258638091,0.5697976850627521,1805,-0.013928525909604472,0.6761226084779606,902,-0.020730333771559754,0.6606104020749488,451,12,-0.020730333771559754
L_M_N_volumeRoc_6_pct_N,Volume,0.006525054220266297,0.6306868122009326,5431,-0.001044253347675482,0.9645886430419448,1810,0.01986463554141089,0.5506241442802362,905,0.004874072385718609,0.9176948146711154,452,6,0.01986463554141089
N_V_atrPercentile_42_rnk_N,Volatility,-0.0015982033349303574,0.9065732199658694,5395,0.019575098449977343,0.4067978879637223,1798,0.01647283571138575,0.6218312009408566,899,0.018287971360874827,0.6991506343089896,449,3,0.019575098449977343
L_M_S_mfi_12_bnd_N,Volume,0.004766297769211355,0.725651281219143,5423,-0.0036570887565168086,0.8765103017715575,1808,0.019521703839919514,0.5577445751878738,904,0.006607832484104492,0.8885833730132986,452,6,0.019521703839919514
M_N_rsi_21_bnd_N,Oscillator,-0.00977986893386231,0.47173922255742884,5417,-0.012702530098746254,0.5896670368114423,1805,-0.01126573788134051,0.7354468443063782,902,-0.019156773868623637,0.6849365561906289,451,12,-0.019156773868623637
M_T_V_diDiff_12_bnd_N,Volatility,-0.007962971528145377,0.5572184276194339,5436,-0.016940110906155856,0.471245083993453,1811,0.012139526480190574,0.7153318322878913,905,0.01892880862924446,0.6881597957905237,452,12,0.01892880862924446
M_P_V_momAtr_12_rat_N,Momentum,-0.006818930622772042,0.6155720673363898,5425,-0.009878128201644003,0.6746728232653199,1808,0.018862271218040943,0.5711287395822155,904,-0.004009141549647822,0.9322615164097089,452,6,0.018862271218040943
M_V_sortino_42_rat_N,Volatility,0.0037421400502394776,0.783469943357563,5395,-0.006074226668868874,0.796879531626187,1798,0.018693904296399663,0.5756332270394762,899,0.01852180579787019,0.6954945107487518,449,6,0.018693904296399663
M_V_sharpe_21_rat_N,Volatility,-0.010206256144949235,0.45267668670225036,5416,-0.013188308290776227,0.5755167322513488,1805,-0.01329599418129022,0.6900504012313162,902,-0.018380001177324724,0.6970680398376436,451,12,-0.018380001177324724
C_N_upperShadow_bnd_N,Candlestick,0.008869553102706824,0.5131968579628527,5437,-0.018328157131294168,0.43556003095738904,1812,0.005609351493932702,0.8661043749188285,906,-0.017271508761890344,0.713906232505107,453,3,-0.018328157131294168
M_V_calmar_42_rat_N,Volatility,0.0021399910592439573,0.8751285866042353,5395,-0.010116262601387569,0.6681628003166118,1798,0.01626087616706995,0.6263227923996622,899,0.01830893995067707,0.6988224939883245,449,12,0.01830893995067707
M_N_rsi_12_bnd_N,Oscillator,-0.008713053836021232,0.5210810157536754,5426,-0.011221306526707959,0.6334892159545624,1808,0.018125276442075365,0.5862653293717824,904,-0.011972716733981658,0.7996132097619908,452,6,0.018125276442075365
N_P_zScore_42_zsc_N,Other,-0.005217828520506794,0.7015697768871288,5396,-0.017887039128816208,0.44845442188915696,1798,0.008197361912477198,0.8061108403633432,899,-0.002409720012726694,0.9593902319280121,449,3,-0.017887039128816208
M_T_ppo_8_21_pct_N,Trend,-0.01156335205621306,0.39395441542673093,5437,-0.01775210963358451,0.4501274095033799,1812,0.0035318501588815824,0.9154540830015578,906,-0.009402316009006272,0.8418180718647494,453,3,-0.01775210963358451
F_I_fundingCumulative_7_pct_N,Funding,1.7950637012200475e-05,0.9989441563868962,5437,0.003222236894191635,0.8909765921104795,1812,-0.0173615188989249,0.6017422460691184,906,-0.017401991979163638,0.7118406948922574,453,12,-0.017401991979163638
D_N_V_markCloseRange_rat_N,Volatility,0.01059246323891365,0.43486816250519533,5437,-0.001847963793171966,0.9373435050335404,1812,-0.017290069722115577,0.6032388145667784,906,-0.012612008721310995,0.7889299190959231,453,6,-0.017290069722115577
F_I_M_fundingMaDiff_3_7_pct_N,Funding,-0.004490633130154044,0.7406090381397792,5437,0.0002769706123456153,0.9905996718238709,1812,-0.017224352145836164,0.6046168031406125,906,-0.012523921907135459,0.7903697015298257,453,6,-0.017224352145836164
V_autocorr_21_bnd_N,Volatility,-0.006337911244763961,0.640982204907138,5416,-0.01658944942601138,0.48120374414586076,1805,-0.006870146818637907,0.836752172843748,902,-0.008362929968800892,0.8594206000062451,451,3,-0.01658944942601138
D_F_T_premiumMa_21_pct_N,Premium,-0.002864793133859605,0.8327387838835087,5437,-0.008079985623923727,0.7310615261484357,1812,-0.016569712548807014,0.6184197363321212,906,-0.011580561386786103,0.8058327499855773,453,6,-0.016569712548807014
V_returnStd_12_pct_N,Volatility,0.004359020566780414,0.7482183837622449,5425,0.015717101293310776,0.5042105944909853,1808,0.007732402609142134,0.8164069124676399,904,0.009444327419464037,0.8412947359241445,452,3,0.015717101293310776
N_M_cci_21_zsc_N,Other,-0.007051871725415387,0.6044951810286951,5397,-0.01568099716877787,0.5063722032710295,1798,0.01513289207698604,0.650455759216284,899,0.0065873904037670105,0.8892947051037068,449,3,-0.01568099716877787
D_N_V_markAtrRatio_6_rat_N,Volatility,0.002767812394897816,0.838336190344515,5436,0.01396701835592583,0.552514210822869,1811,0.014571932484199766,0.6615399745340365,905,-0.015249733834948168,0.746441671775008,452,12,-0.015249733834948168
M_P_roc_12_pct_N,Momentum,-0.01121550732989268,0.4088555376146299,5425,-0.013947225930380128,0.5534068004370378,1808,0.014738206207473807,0.6580995354889005,904,0.0033683702226248286,0.9430679176407443,452,6,0.014738206207473807
F_I_T_fundingMa_7_pct_N,Funding,0.0007356850547607883,0.9567487172296685,5437,0.004625246313064525,0.8440225601653748,1812,-0.01358279821989093,0.6830575695826246,906,-0.012068148084991749,0.7978306346976244,453,6,-0.01358279821989093
M_P_roc_21_pct_N,Momentum,-0.01066484543829384,0.43262700915248564,5416,-0.01354151322066752,0.5653298793110425,1805,-0.008266285278088512,0.8041932736787228,902,-0.012778551759773427,0.7866733233854428,451,3,-0.01354151322066752
M_T_ppo_12_26_pct_N,Trend,-0.007030254160799635,0.6042698016458523,5437,-0.012810116586210018,0.5857934761967206,1812,0.0011671445693504563,0.9720140601901667,906,-0.007292616814443288,0.8769886168978446,453,3,-0.012810116586210018
V_maxDrawdown_42_pct_N,Volatility,0.0014390357219571917,0.9158334809245525,5396,-0.012163347576144182,0.6062590383993882,1798,0.00044443695903594797,0.9893827360644625,899,-0.00230393746081901,0.9611714952675451,449,3,-0.012163347576144182
D_N_V_markAtrRatio_21_rat_N,Volatility,0.0018045315003784815,0.8941805392864103,5436,0.005059303152725667,0.8296459703902601,1811,0.011558773255951378,0.7283989234984425,905,-0.006466449558977536,0.8909522608096971,452,6,0.011558773255951378
L_V_amihudIlliquidity_12_rat_N,Volatility,0.001242836860494238,0.9270797395881244,5425,0.007738537536308089,0.742288353792556,1808,0.006346712087497257,0.8488688439014141,904,0.011378206731724471,0.8093675856325907,452,12,0.011378206731724471
D_N_V_markAtrRatio_12_rat_N,Volatility,0.0022673883398296136,0.8672641609826957,5436,0.008526259494091705,0.7169050172105182,1811,0.010767247668131395,0.7463354199343726,905,-0.01053276802687523,0.8232896917638025,452,6,0.010767247668131395
V_volOfVol_21_pct_N,Volatility,0.0021316899329092923,0.875426120633197,5411,-0.00629940097810819,0.7892376301128363,1803,-0.009784299780239248,0.7692994824942662,901,-0.010083539507190983,0.8310815403006053,450,12,-0.010083539507190983
D_F_T_premiumMa_7_pct_N,Premium,-0.0068054639985398796,0.6158798112243855,5437,-0.002678439353967055,0.9092883341031367,1812,-0.006241947885009632,0.8511713805274687,906,-0.009956623562176038,0.8326262696805479,453,12,-0.009956623562176038
F_I_T_fundingMa_21_pct_N,Funding,0.008461017568496395,0.5327921500333236,5437,0.005469041761705417,0.8160370533930563,1812,0.006051290563533061,0.85566666228373,906,0.009428410604110529,0.8413848657662546,453,12,0.009428410604110529
L_V_amihudIlliquidity_21_rat_N,Volatility,0.001056103733297173,0.9380631713575678,5416,0.0089180306513202,0.7049624987958111,1805,0.0014390043676215276,0.9655754548133696,902,0.00014271791953639564,0.9975884333612667,451,3,0.0089180306513202
V_kurtosis_42_rat_N,Volatility,-0.001941338972059743,0.886637904422444,5395,-0.008730684300548302,0.7114157832309186,1798,-0.00568054563996436,0.8649424509997571,899,-0.0021800758279636265,0.9632574356091914,449,3,-0.008730684300548302
F_TM_fundingCyclePosition_bin,Other,0.00849319826174791,0.5312349911747916,5437,,,1812,,,906,,,453,1,0.00849319826174791
L_M_S_mfi_21_bnd_N,Volume,-0.003680205416011241,0.786542917191039,5417,-0.007867661647340266,0.7383542700361846,1805,-0.006410534021816123,0.84753495990895,902,0.003384808586621666,0.9428541139076507,451,3,-0.007867661647340266
L_M_N_S_oiRoc_3_pct_N,OpenInterest,-0.0015477579198279825,0.9091840219686945,5434,-0.007359011933807523,0.7543133409955844,1811,-0.0073471305396348875,0.8253082538675021,905,-0.004237069537398447,0.9284204795492808,452,3,-0.007359011933807523
F_I_fundingCumulative_21_pct_N,Funding,0.006465052992049083,0.6336451179995968,5437,0.0026979079035273764,0.908631862589318,1812,0.0017859480046354815,0.9571880728721387,906,0.0021516166158514435,0.9635747914392465,453,1,0.006465052992049083
L_V_amihudIlliquidity_63_rat_N,Volatility,-0.001023953524646392,0.9401780297114457,5374,0.005085374665292411,0.8297164462078115,1791,-0.0021788646844887703,0.9480998781415799,895,0.00238483978176096,0.9598992081336409,447,3,0.005085374665292411
